target_mlux,formation_name,current_ma,pwm_percent,estimated_mlux,error_mlux,lower_measured_mlux,lower_pwm_percent,upper_measured_mlux,upper_pwm_percent,method
87400,headlight_all_leds,13,72,87376.2,23.8,85009.0,70,90927.0,75,interpolated
87500,formation_8_highest_light,16,98,87520.6,20.6,84877.0,95,89283.0,100,interpolated
87600,headlight_all_leds,45,24,87598.0,2.0,71798.0,20,91548.0,25,interpolated
87700,headlight_all_leds,49,23,87667.0,33.0,75259.0,20,95939.0,25,interpolated
87800,headlight_all_leds,27,36,87821.6,21.6,85425.0,35,97408.0,40,interpolated
87900,formation_8_highest_light,17,93,87899.0,1.0,85121.0,90,89751.0,95,interpolated
88000,formation_8_highest_light,46,39,87954.6,45.4,78509.0,35,90316.0,40,interpolated
88100,formation_8_highest_light,24,67,88117.4,17.4,85507.0,65,92033.0,70,interpolated
88200,formation_8_highest_light,38,45,88201.0,1.0,78310.0,40,88201.0,45,interpolated
88300,headlight_all_leds,24,40,88298.0,2.0,88298.0,40,99300.0,45,interpolated
88400,formation_8_highest_light,16,99,88401.8,1.8,84877.0,95,89283.0,100,interpolated
88500,formation_8_highest_light,25,66,88504.2,4.2,87164.0,65,93865.0,70,interpolated
88600,headlight_all_leds,14,68,88572.0,28.0,84738.0,65,91128.0,70,interpolated
88700,formation_8_highest_light,31,54,88731.0,31.0,82251.0,50,90351.0,55,interpolated
88800,headlight_all_leds,18,53,88821.8,21.8,83888.0,50,92111.0,55,interpolated
88900,headlight_all_leds,43,25,88865.0,35.0,88865.0,25,107630.0,30,interpolated
89000,headlight_all_leds,35,29,88973.4,26.6,76423.0,25,92111.0,30,interpolated
89100,headlight_all_leds,20,48,89130.2,30.2,83642.0,45,92789.0,50,interpolated
89200,formation_8_highest_light,42,42,89194.6,5.4,84853.0,40,95707.0,45,interpolated
89300,headlight_all_leds,11,85,89347.0,47.0,84179.0,80,89347.0,85,interpolated
89400,formation_8_highest_light,19,85,89396.0,4.0,89396.0,85,94675.0,90,interpolated
89500,headlight_all_leds,15,64,89502.6,2.6,84001.0,60,90878.0,65,interpolated
89600,formation_8_highest_light,27,62,89602.4,2.4,86722.0,60,93923.0,65,interpolated
89700,formation_8_highest_light,41,43,89685.4,14.6,83302.0,40,93941.0,45,interpolated
89800,formation_8_highest_light,23,71,89811.0,11.0,88548.0,70,94863.0,75,interpolated
89900,headlight_all_leds,19,51,89887.6,12.4,88138.0,50,96886.0,55,interpolated
90000,headlight_all_leds,39,27,89985.4,14.6,83089.0,25,100330.0,30,interpolated
90100,formation_8_highest_light,36,48,90113.4,13.4,84492.0,45,93861.0,50,interpolated
90200,formation_8_highest_light,38,46,90185.8,14.2,88201.0,45,98125.0,50,interpolated
90300,formation_8_highest_light,46,40,90316.0,16.0,78509.0,35,90316.0,40,interpolated
90400,headlight_all_leds,11,86,90396.6,3.4,89347.0,85,94595.0,90,interpolated
90500,headlight_all_leds,24,41,90498.4,1.6,88298.0,40,99300.0,45,interpolated
90600,formation_8_highest_light,26,65,90584.0,16.0,90584.0,65,97548.0,70,interpolated
90700,formation_8_highest_light,17,96,90701.0,1.0,89751.0,95,94501.0,100,interpolated
90800,headlight_all_leds,48,24,90767.2,32.8,74408.0,20,94857.0,25,interpolated
90900,headlight_all_leds,15,65,90878.0,22.0,90878.0,65,97834.0,70,interpolated
91000,formation_8_highest_light,18,91,91029.8,29.8,90033.0,90,95017.0,95,interpolated
91100,headlight_all_leds,16,61,91084.2,15.8,89597.0,60,97033.0,65,interpolated
91200,formation_8_highest_light,25,68,91184.6,15.4,87164.0,65,93865.0,70,interpolated
91300,headlight_all_leds,31,33,91301.8,1.8,83080.0,30,96783.0,35,interpolated
91400,formation_8_highest_light,32,54,91383.4,16.6,84709.0,50,93052.0,55,interpolated
91500,headlight_all_leds,22,45,91501.0,1.0,81437.0,40,91501.0,45,interpolated
91600,headlight_all_leds,19,52,91637.2,37.2,88138.0,50,96886.0,55,interpolated
91700,headlight_all_leds,12,80,91709.0,9.0,86001.0,75,91709.0,80,interpolated
91800,headlight_all_leds,49,24,91803.0,3.0,75259.0,20,95939.0,25,interpolated
91900,formation_8_highest_light,33,53,91914.4,14.4,86722.0,50,95376.0,55,interpolated
92000,formation_8_highest_light,31,56,91993.6,6.4,90351.0,55,98564.0,60,interpolated
92100,formation_8_highest_light,40,45,92101.0,1.0,81705.0,40,92101.0,45,interpolated
92200,formation_8_highest_light,39,46,92202.4,2.4,90173.0,45,100320.0,50,interpolated
92300,formation_8_highest_light,37,48,92293.0,7.0,86470.0,45,96175.0,50,interpolated
92400,headlight_all_leds,14,71,92418.4,18.4,91128.0,70,97580.0,75,interpolated
92500,headlight_all_leds,11,88,92495.8,4.2,89347.0,85,94595.0,90,interpolated
92600,formation_8_highest_light,17,98,92601.0,1.0,89751.0,95,94501.0,100,interpolated
92700,headlight_all_leds,24,42,92698.8,1.2,88298.0,40,99300.0,45,interpolated
92800,headlight_all_leds,20,50,92789.0,11.0,92789.0,50,101980.0,55,interpolated
92900,headlight_all_leds,28,37,92899.4,0.6,87919.0,35,100370.0,40,interpolated
93000,formation_8_highest_light,20,84,92981.0,19.0,88533.0,80,94093.0,85,interpolated
93100,formation_8_highest_light,32,55,93052.0,48.0,93052.0,55,101510.0,60,interpolated
93200,headlight_all_leds,37,29,93166.2,33.8,79959.0,25,96468.0,30,interpolated
93300,headlight_all_leds,33,32,93301.0,1.0,87455.0,30,102070.0,35,interpolated
93400,headlight_all_leds,19,53,93386.8,13.2,88138.0,50,96886.0,55,interpolated
93500,headlight_all_leds,29,36,93504.0,4.0,90925.0,35,103820.0,40,interpolated
93600,formation_8_highest_light,23,74,93600.0,0.0,88548.0,70,94863.0,75,interpolated
93700,headlight_all_leds,14,72,93708.8,8.8,91128.0,70,97580.0,75,interpolated
93800,headlight_all_leds,18,56,93778.8,21.2,92111.0,55,100450.0,60,interpolated
93900,headlight_all_leds,47,25,93908.0,8.0,73648.0,20,93908.0,25,interpolated
94000,headlight_all_leds,12,82,94001.0,1.0,91709.0,80,97439.0,85,interpolated
94100,formation_8_highest_light,20,85,94093.0,7.0,94093.0,85,99638.0,90,interpolated
94200,formation_8_highest_light,40,46,94172.8,27.2,92101.0,45,102460.0,50,interpolated
94300,headlight_all_leds,36,30,94294.0,6.0,94294.0,30,110250.0,35,interpolated
94400,formation_8_highest_light,44,43,94346.2,53.8,87550.0,40,98877.0,45,interpolated
94500,formation_8_highest_light,17,100,94501.0,1.0,89751.0,95,94501.0,100,interpolated
94600,headlight_all_leds,11,90,94595.0,5.0,94595.0,90,99814.0,95,interpolated
94700,formation_8_highest_light,19,90,94675.0,25.0,94675.0,90,99916.0,95,interpolated
94800,formation_8_highest_light,26,68,94762.4,37.6,90584.0,65,97548.0,70,interpolated
94900,headlight_all_leds,38,29,94899.4,0.6,81429.0,25,98267.0,30,interpolated
95000,headlight_all_leds,14,73,94999.2,0.8,91128.0,70,97580.0,75,interpolated
95100,formation_8_highest_light,48,41,95095.6,4.4,92707.0,40,104650.0,45,interpolated
95200,formation_8_highest_light,25,71,95200.0,0.0,93865.0,70,100540.0,75,interpolated
95300,headlight_all_leds,40,28,95286.4,13.6,84691.0,25,102350.0,30,interpolated
95400,headlight_all_leds,21,49,95408.0,8.0,87660.0,45,97345.0,50,interpolated
95500,headlight_all_leds,10,100,95500.0,0.0,90736.0,95,95500.0,100,interpolated
95600,headlight_all_leds,11,91,95638.8,38.8,94595.0,90,99814.0,95,interpolated
95700,formation_8_highest_light,22,79,95704.2,4.2,90845.0,75,96919.0,80,interpolated
95800,headlight_all_leds,13,79,95761.4,38.6,90927.0,75,96970.0,80,interpolated
95900,formation_8_highest_light,45,43,95876.0,24.0,88970.0,40,100480.0,45,interpolated
96000,formation_8_highest_light,18,96,96021.6,21.6,95017.0,95,100040.0,100,interpolated
96100,headlight_all_leds,29,37,96083.0,17.0,90925.0,35,103820.0,40,interpolated
96200,headlight_all_leds,33,33,96224.0,24.0,87455.0,30,102070.0,35,interpolated
96300,headlight_all_leds,26,41,96299.6,0.4,93982.0,40,105570.0,45,interpolated
96400,formation_8_highest_light,21,83,96374.2,25.8,92878.0,80,98705.0,85,interpolated
96500,headlight_all_leds,37,30,96468.0,32.0,96468.0,30,112850.0,35,interpolated
96600,formation_8_highest_light,44,44,96611.6,11.6,87550.0,40,98877.0,45,interpolated
96700,headlight_all_leds,46,26,96708.0,8.0,92740.0,25,112580.0,30,interpolated
96800,headlight_all_leds,32,34,96806.4,6.4,85488.0,30,99636.0,35,interpolated
96900,headlight_all_leds,19,55,96886.0,14.0,96886.0,55,105660.0,60,interpolated
97000,headlight_all_leds,41,28,96994.8,5.2,86142.0,25,104230.0,30,interpolated
97100,headlight_all_leds,24,44,97099.6,0.4,88298.0,40,99300.0,45,interpolated
97200,formation_8_highest_light,43,45,97191.0,9.0,97191.0,45,108120.0,50,interpolated
97300,formation_8_highest_light,24,74,97284.2,15.8,92033.0,70,98597.0,75,interpolated
97400,formation_8_highest_light,23,77,97401.8,1.8,94863.0,75,101210.0,80,interpolated
97500,headlight_all_leds,36,31,97485.2,14.8,94294.0,30,110250.0,35,interpolated
97600,formation_8_highest_light,36,52,97608.6,8.6,93861.0,50,103230.0,55,interpolated
97700,headlight_all_leds,11,93,97726.4,26.4,94595.0,90,99814.0,95,interpolated
97800,formation_8_highest_light,19,93,97819.6,19.6,94675.0,90,99916.0,95,interpolated
97900,headlight_all_leds,44,27,97891.8,8.2,90253.0,25,109350.0,30,interpolated
98000,headlight_all_leds,17,62,98008.6,8.6,94861.0,60,102730.0,65,interpolated
98100,formation_8_highest_light,37,51,98096.0,4.0,96175.0,50,105780.0,55,interpolated
98200,formation_8_highest_light,45,44,98178.0,22.0,88970.0,40,100480.0,45,interpolated
98300,headlight_all_leds,20,53,98303.6,3.6,92789.0,50,101980.0,55,interpolated
98400,formation_8_highest_light,40,48,98316.4,83.6,92101.0,45,102460.0,50,interpolated
98500,headlight_all_leds,16,66,98520.4,20.4,97033.0,65,104470.0,70,interpolated
98600,formation_8_highest_light,24,75,98597.0,3.0,98597.0,75,105180.0,80,interpolated
98700,formation_8_highest_light,21,85,98705.0,5.0,92878.0,80,98705.0,85,interpolated
98800,headlight_all_leds,18,59,98782.2,17.8,92111.0,55,100450.0,60,interpolated
98900,formation_8_highest_light,44,45,98877.0,23.0,98877.0,45,109970.0,50,interpolated
99000,formation_8_highest_light,18,99,99035.4,35.4,95017.0,95,100040.0,100,interpolated
99100,headlight_all_leds,33,34,99147.0,47.0,87455.0,30,102070.0,35,interpolated
99200,formation_8_highest_light,25,74,99205.0,5.0,93865.0,70,100540.0,75,interpolated
99300,headlight_all_leds,24,45,99300.0,0.0,88298.0,40,99300.0,45,interpolated
99400,headlight_all_leds,13,82,99386.0,14.0,96970.0,80,103010.0,85,interpolated
99500,formation_8_highest_light,36,53,99482.4,17.6,93861.0,50,103230.0,55,interpolated
99600,headlight_all_leds,17,63,99582.4,17.6,94861.0,60,102730.0,65,interpolated
99700,formation_8_highest_light,27,69,99712.6,12.6,93923.0,65,101160.0,70,interpolated
99800,formation_8_highest_light,28,67,99793.6,6.4,96816.0,65,104260.0,70,interpolated
99900,formation_8_highest_light,24,76,99913.6,13.6,98597.0,75,105180.0,80,interpolated
100000,headlight_all_leds,16,67,100007.8,7.8,97033.0,65,104470.0,70,interpolated
101000,formation_8_highest_light,19,96,100972.8,27.2,99916.0,95,105200.0,100,interpolated
102000,formation_8_highest_light,46,45,102000.0,0.0,90316.0,40,102000.0,45,interpolated
103000,formation_8_highest_light,22,85,103000.0,0.0,96919.0,80,103000.0,85,interpolated
104000,headlight_all_leds,11,99,103994.8,5.2,99814.0,95,105040.0,100,interpolated
105000,headlight_all_leds,33,36,104994.0,6.0,102070.0,35,116690.0,40,interpolated
106000,headlight_all_leds,47,28,106017.2,17.2,93908.0,25,114090.0,30,interpolated
107000,formation_8_highest_light,48,46,107010.0,10.0,104650.0,45,116450.0,50,interpolated
108000,formation_8_highest_light,21,93,107998.0,2.0,104530.0,90,110310.0,95,interpolated
109000,headlight_all_leds,17,69,109026.0,26.0,102730.0,65,110600.0,70,interpolated
110000,headlight_all_leds,12,96,109980.0,20.0,108840.0,95,114540.0,100,interpolated
111000,headlight_all_leds,45,30,111010.0,10.0,91548.0,25,111010.0,30,interpolated
112000,headlight_all_leds,18,67,112126.0,126.0,108790.0,65,117130.0,70,interpolated
113000,formation_8_highest_light,30,71,113026.0,26.0,111440.0,70,119370.0,75,interpolated
114000,formation_8_highest_light,29,74,113998.0,2.0,107870.0,70,115530.0,75,interpolated
115000,formation_8_highest_light,21,99,114982.0,18.0,110310.0,95,116150.0,100,interpolated
116000,headlight_all_leds,31,42,116112.0,112.0,110600.0,40,124380.0,45,interpolated
117000,formation_8_highest_light,27,81,117006.0,6.0,115560.0,80,122790.0,85,interpolated
118000,formation_8_highest_light,49,50,117970.0,30.0,117970.0,50,130540.0,55,interpolated
119000,formation_8_highest_light,35,65,119010.0,10.0,109820.0,60,119010.0,65,interpolated
120000,formation_8_highest_light,22,99,119998.0,2.0,115110.0,95,121220.0,100,interpolated
121000,headlight_all_leds,39,36,121006.0,6.0,117530.0,35,134910.0,40,interpolated
122000,formation_8_highest_light,25,91,121966.0,34.0,120630.0,90,127310.0,95,interpolated
123000,formation_8_highest_light,49,52,122998.0,2.0,117970.0,50,130540.0,55,interpolated
124000,formation_8_highest_light,26,89,124002.0,2.0,118410.0,85,125400.0,90,interpolated
125000,headlight_all_leds,19,71,124972.0,28.0,123200.0,70,132060.0,75,interpolated
126000,headlight_all_leds,34,42,125998.0,2.0,119930.0,40,135100.0,45,interpolated
127000,headlight_all_leds,15,91,127042.0,42.0,125630.0,90,132690.0,95,interpolated
128000,formation_8_highest_light,49,54,128026.0,26.0,117970.0,50,130540.0,55,interpolated
129000,formation_8_highest_light,24,98,129012.0,12.0,124950.0,95,131720.0,100,interpolated
130000,headlight_all_leds,22,64,130010.0,10.0,121810.0,60,132060.0,65,interpolated
131000,headlight_all_leds,32,46,130954.0,46.0,128090.0,45,142410.0,50,interpolated
132000,headlight_all_leds,38,40,131980.0,20.0,131980.0,40,148720.0,45,interpolated
133000,formation_8_highest_light,49,56,132978.0,22.0,130540.0,55,142730.0,60,interpolated
134000,headlight_all_leds,30,50,133990.0,10.0,133990.0,50,147250.0,55,interpolated
135000,formation_8_highest_light,37,70,135000.0,0.0,125130.0,65,135000.0,70,interpolated
136000,headlight_all_leds,27,56,136014.0,14.0,133600.0,55,145670.0,60,interpolated
137000,formation_8_highest_light,43,63,136980.0,20.0,130380.0,60,141380.0,65,interpolated
138000,formation_8_highest_light,26,99,138046.0,46.0,132470.0,95,139440.0,100,interpolated
139000,headlight_all_leds,20,75,139020.0,20.0,129820.0,70,139020.0,75,interpolated
140000,headlight_all_leds,23,66,140056.0,56.0,137940.0,65,148520.0,70,interpolated
141000,headlight_all_leds,31,51,140972.0,28.0,138230.0,50,151940.0,55,interpolated
142000,headlight_all_leds,21,73,142010.0,10.0,136220.0,70,145870.0,75,interpolated
143000,formation_8_highest_light,35,78,143026.0,26.0,137530.0,75,146690.0,80,interpolated
144000,formation_8_highest_light,32,85,143970.0,30.0,143970.0,85,152420.0,90,interpolated
145000,formation_8_highest_light,30,91,145004.0,4.0,143420.0,90,151340.0,95,interpolated
146000,headlight_all_leds,33,50,146000.0,0.0,131430.0,45,146000.0,50,interpolated
147000,formation_8_highest_light,41,70,146970.0,30.0,146970.0,70,157460.0,75,interpolated
148000,formation_8_highest_light,29,96,148002.0,2.0,146450.0,95,154210.0,100,interpolated
149000,formation_8_highest_light,28,100,149040.0,40.0,141570.0,95,149040.0,100,interpolated
150000,headlight_all_leds,24,68,149986.0,14.0,143380.0,65,154390.0,70,interpolated
151000,formation_8_highest_light,46,66,150978.0,22.0,148660.0,65,160250.0,70,interpolated
152000,formation_8_highest_light,42,71,152028.0,28.0,149870.0,70,160660.0,75,interpolated
153000,headlight_all_leds,25,68,153002.0,2.0,146300.0,65,157470.0,70,interpolated
154000,formation_8_highest_light,35,84,154042.0,42.0,146690.0,80,155880.0,85,interpolated
155000,formation_8_highest_light,39,77,154982.0,18.0,150910.0,75,161090.0,80,interpolated
156000,headlight_all_leds,34,52,156086.0,86.0,150090.0,50,165080.0,55,interpolated
157000,formation_8_highest_light,39,78,157018.0,18.0,150910.0,75,161090.0,80,interpolated
158000,formation_8_highest_light,33,91,158008.0,8.0,156280.0,90,164920.0,95,interpolated
159000,headlight_all_leds,23,75,159040.0,40.0,148520.0,70,159040.0,75,interpolated
160000,formation_8_highest_light,45,71,159992.0,8.0,157690.0,70,169200.0,75,interpolated
161000,headlight_all_leds,24,73,160960.0,40.0,154390.0,70,165340.0,75,interpolated
162000,formation_8_highest_light,37,84,162010.0,10.0,154210.0,80,163960.0,85,interpolated
163000,headlight_all_leds,31,59,162948.0,52.0,151940.0,55,165700.0,60,interpolated
164000,formation_8_highest_light,37,85,163960.0,40.0,163960.0,85,173440.0,90,interpolated
165000,formation_8_highest_light,42,77,165008.0,8.0,160660.0,75,171530.0,80,interpolated
166000,formation_8_highest_light,41,79,165996.0,4.0,157460.0,75,168130.0,80,interpolated
167000,formation_8_highest_light,49,70,167000.0,0.0,154730.0,65,167000.0,70,interpolated
168000,formation_8_highest_light,50,70,167980.0,20.0,167980.0,70,179990.0,75,interpolated
169000,headlight_all_leds,21,87,169072.0,72.0,165260.0,85,174790.0,90,interpolated
170000,formation_8_highest_light,33,98,170038.0,38.0,164920.0,95,173450.0,100,interpolated
171000,headlight_all_leds,34,57,170984.0,16.0,165080.0,55,179840.0,60,interpolated
172000,headlight_all_leds,33,59,172004.0,4.0,160500.0,55,174880.0,60,interpolated
173000,formation_8_highest_light,36,92,173034.0,34.0,169370.0,90,178530.0,95,interpolated
174000,headlight_all_leds,19,99,173998.0,2.0,167110.0,95,175720.0,100,interpolated
175000,headlight_all_leds,43,48,175042.0,42.0,164110.0,45,182330.0,50,interpolated
176000,formation_8_highest_light,45,78,175944.0,56.0,169200.0,75,180440.0,80,interpolated
177000,formation_8_highest_light,38,90,177030.0,30.0,167350.0,85,177030.0,90,interpolated
178000,headlight_all_leds,37,55,178030.0,30.0,162070.0,50,178030.0,55,interpolated
179000,formation_8_highest_light,38,91,178998.0,2.0,177030.0,90,186870.0,95,interpolated
180000,formation_8_highest_light,42,84,180002.0,2.0,171530.0,80,182120.0,85,interpolated
181000,formation_8_highest_light,38,92,180966.0,34.0,177030.0,90,186870.0,95,interpolated
182000,headlight_all_leds,31,66,181992.0,8.0,179250.0,65,192960.0,70,interpolated
183000,formation_8_highest_light,43,84,182966.0,34.0,174190.0,80,185160.0,85,interpolated
184000,headlight_all_leds,25,82,184020.0,20.0,179560.0,80,190710.0,85,interpolated
185000,formation_8_highest_light,45,82,184996.0,4.0,180440.0,80,191830.0,85,interpolated
186000,headlight_all_leds,43,51,186008.0,8.0,182330.0,50,200720.0,55,interpolated
187000,headlight_all_leds,30,70,187000.0,0.0,173720.0,65,187000.0,70,interpolated
188000,formation_8_highest_light,36,100,188000.0,0.0,178530.0,95,188000.0,100,interpolated
189000,headlight_all_leds,26,81,188970.0,30.0,186650.0,80,198250.0,85,interpolated
190000,headlight_all_leds,40,55,189830.0,170.0,189830.0,55,207330.0,60,interpolated
191000,headlight_all_leds,37,59,191006.0,6.0,178030.0,55,194250.0,60,interpolated
192000,formation_8_highest_light,50,80,192080.0,80.0,179990.0,75,192080.0,80,interpolated
193000,headlight_all_leds,44,52,193014.0,14.0,185470.0,50,204330.0,55,interpolated
194000,formation_8_highest_light,43,89,194008.0,8.0,185160.0,85,196220.0,90,interpolated
195000,formation_8_highest_light,46,85,194990.0,10.0,194990.0,85,206600.0,90,interpolated
196000,headlight_all_leds,27,81,195990.0,10.0,193580.0,80,205630.0,85,interpolated
197000,headlight_all_leds,35,64,197012.0,12.0,184700.0,60,200090.0,65,interpolated
198000,formation_8_highest_light,47,85,198060.0,60.0,186220.0,80,198060.0,85,interpolated
199000,headlight_all_leds,23,94,198970.0,30.0,190570.0,90,201070.0,95,interpolated
200000,headlight_all_leds,45,53,200062.0,62.0,188500.0,50,207770.0,55,interpolated
201000,headlight_all_leds,33,69,200988.0,12.0,189380.0,65,203890.0,70,interpolated
202000,formation_8_highest_light,44,91,201996.0,4.0,199790.0,90,210820.0,95,interpolated
203000,formation_8_highest_light,48,86,202892.0,108.0,200500.0,85,212460.0,90,interpolated
